1.000000000000000000e+00,1.000000000000000000e+00,9.997556209564208984e-01,9.999967813491821289e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.193973541259765625e-02,1.123714148998260498e-01,1.803388595581054688e-01,9.986937046051025391e-03,2.871364355087280273e-02,9.236130118370056152e-02,3.196209669113159180e-03,1.685771048069000244e-01,1.143379509449005127e-01,3.415468335151672363e-02,2.502841949462890625e-01,6.463992595672607422e-02
5.471140146255493164e-01,4.601520597934722900e-01,5.610842704772949219e-01,4.808678925037384033e-01,5.008873939514160156e-01,4.944195449352264404e-01,5.402317643165588379e-01,4.862722754478454590e-01,5.220999717712402344e-01,5.660902857780456543e-01,5.881675481796264648e-01,5.550623536109924316e-01
9.981081485748291016e-01,9.229931831359863281e-01,9.959662556648254395e-01,9.930049777030944824e-01,9.960038661956787109e-01,8.931010961532592773e-01,9.835686683654785156e-01,9.891415238380432129e-01,5.248372554779052734e-01,9.730968475341796875e-01,8.853009939193725586e-01,9.992917776107788086e-01
8.955274224281311035e-01,2.549926638603210449e-01,9.485245347023010254e-01,6.611891388893127441e-01,3.883157074451446533e-01,3.334539830684661865e-01,1.548612117767333984e-02,9.625223875045776367e-01,1.954284310340881348e-02,6.966928839683532715e-01,4.896990954875946045e-01,8.094231486320495605e-01
8.806877136230468750e-01,7.776954174041748047e-01,8.441476225852966309e-01,8.079729080200195312e-01,4.639160037040710449e-01,8.630248904228210449e-01,1.987279653549194336e-01,5.642639398574829102e-01,6.257064938545227051e-01,7.346200942993164062e-01,9.566687345504760742e-01,7.966504096984863281e-01
8.411271572113037109e-01,8.431208133697509766e-01,9.355766773223876953e-01,6.926814913749694824e-01,8.232863545417785645e-01,9.958811402320861816e-01,6.649249792098999023e-01,5.562780499458312988e-01,8.782541751861572266e-01,9.184930324554443359e-01,9.910610914230346680e-01,7.253400087356567383e-01
8.240934610366821289e-01,3.822150230407714844e-01,8.585659265518188477e-01,7.818241715431213379e-01,2.374827563762664795e-01,4.657743573188781738e-01,5.760145187377929688e-01,2.360256612300872803e-01,7.867946624755859375e-01,7.722901701927185059e-01,9.186371564865112305e-01,7.023758888244628906e-01
9.100151062011718750e-01,7.852225899696350098e-01,9.595831036567687988e-01,9.631763100624084473e-01,7.948828935623168945e-01,9.900717735290527344e-01,6.441290974617004395e-01,7.592352032661437988e-01,8.310974836349487305e-01,9.735590219497680664e-01,9.343777894973754883e-01,9.557827711105346680e-01
9.962825775146484375e-01,9.494092464447021484e-01,9.983697533607482910e-01,9.413411617279052734e-01,9.576929807662963867e-01,9.937969446182250977e-01,9.970555305480957031e-01,9.847878217697143555e-01,9.041740894317626953e-01,9.946935176849365234e-01,8.928299546241760254e-01,9.393038749694824219e-01
9.050303697586059570e-01,5.362047553062438965e-01,7.988677620887756348e-01,8.955544233322143555e-01,5.902764201164245605e-01,9.720487594604492188e-01,8.972654342651367188e-01,7.047979831695556641e-01,6.678243875503540039e-01,9.296913146972656250e-01,9.389413595199584961e-01,8.140859603881835938e-01
8.938318490982055664e-01,9.609149694442749023e-01,9.308550357818603516e-01,9.542006254196166992e-01,9.392918348312377930e-01,9.985963702201843262e-01,9.248239994049072266e-01,9.095224142074584961e-01,8.895524144172668457e-01,9.769805073738098145e-01,9.914587736129760742e-01,8.998481035232543945e-01
9.979536533355712891e-01,9.999997615814208984e-01,9.998438358306884766e-01,9.997203350067138672e-01,9.999614357948303223e-01,1.000000000000000000e+00,9.998279809951782227e-01,9.999992251396179199e-01,9.895811080932617188e-01,9.989935159683227539e-01,9.999978542327880859e-01,9.999821186065673828e-01
7.584513425827026367e-01,9.025260806083679199e-01,9.595497846603393555e-01,5.004919171333312988e-01,7.039937973022460938e-01,9.964134693145751953e-01,5.928382873535156250e-01,9.075194597244262695e-01,9.433659315109252930e-01,9.898303151130676270e-01,9.968761205673217773e-01,9.668040275573730469e-01
9.764277935028076172e-01,9.998652935028076172e-01,9.997326135635375977e-01,9.724340438842773438e-01,9.990233778953552246e-01,9.999963045120239258e-01,9.728575944900512695e-01,9.999353885650634766e-01,9.972140789031982422e-01,9.999160766601562500e-01,9.999239444732666016e-01,9.997209310531616211e-01
9.999998807907104492e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.999997615814208984e-01,9.999991655349731445e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.995588064193725586e-01,9.999997615814208984e-01,9.999995827674865723e-01,1.000000000000000000e+00
9.999997615814208984e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.999997615814208984e-01,9.999990463256835938e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999778270721435547e-01,9.999999403953552246e-01,9.999995231628417969e-01,1.000000000000000000e+00
9.999135732650756836e-01,9.999288320541381836e-01,9.999721050262451172e-01,9.779528379440307617e-01,9.854337573051452637e-01,9.998261928558349609e-01,9.999058246612548828e-01,9.999255537986755371e-01,9.811955690383911133e-01,9.970710277557373047e-01,9.977402687072753906e-01,9.999266266822814941e-01
9.999994039535522461e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.989782571792602539e-01,9.999986886978149414e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999858140945434570e-01,1.000000000000000000e+00,9.999964833259582520e-01,1.000000000000000000e+00
